"Story","Title","Result","Date","Stability","Duration (s)"
"Buscar productos en la Pagina Dafiti","Buscar el producto en el buscador de Dafiti","PENDING","2021-06-15T16:48:31.272-05:00[America/Bogota]","0.0","0.42"
